,issueid,sentence,label
636,4571, free to link to your stack overflow post here to make it,0
637,4750," a bug, please ask on stack overflow with the tag react -",0
638,4751," a bug, please ask on stack overflow with the tag react -",0
639,4751, solve this please ask on stack overflow this GitHub repository be for,0
640,4580," a bug, please ask on stack overflow with the tag react -",0
641,4755," a bug, please ask on stack overflow with the tag react -",0
642,4736," a bug, please ask on stack overflow with the tag react -",0
643,4706," a bug, please ask on stack overflow with the tag react -",0
644,4488," a bug, please ask on stack overflow with the tag react -",0
645,4760," a bug, please ask on stack overflow with the tag react -",0
646,4760, ask question like this one: stack overflow it' the good system for,0
647,4760, really nice). if you think stack overflow work for you please consider,0
648,4760, well for we and because stack overflow be so much better. thank,0
649,4754," a bug, please ask on stack overflow with the tag react -",0
650,4757," a bug, please ask on stack overflow with the tag react -",0
651,4674," a bug, please ask on stack overflow with the tag react -",0
652,4759," a bug, please ask on stack overflow with the tag react -",0
653,4690," a bug, please ask on stack overflow with the tag react -",0
654,4296, to my package.json ) http:// stack overflow com/questions/33840112/invalid-directory-users-node-modules-superagent-with-react-native'),0
655,4296, similar issue over at http:// stack overflow com/questions/33843542/using-pubnub-with-react-native/33866190 but couldn't solve it,0
656,4763," a bug, please ask on stack overflow with the tag react -",0
657,4735," a bug, please ask on stack overflow with the tag react -",0
658,4735, be something that's well for stack overflow ..but I'm curious if you,0
659,4735, be something that\'s well for stack overflow ..but i\'m curious if you,0
660,4735, be something that's well for stack overflow ..but I'm curious if you,0
661,4768," a bug, please ask on stack overflow with the tag react -",0
662,4761," a bug, please ask on stack overflow with the tag react -",0
663,4779," a bug, please ask on stack overflow with the tag react -",0
664,4710," a bug, please ask on stack overflow with the tag react -",0
665,4710, loop that result in a stack overflow a working solution might be:,0
666,4773," a bug, please ask on stack overflow with the tag react -",0
667,4784," a bug, please ask on stack overflow with the tag react -",0
668,4783," a bug, please ask on stack overflow with the tag react -",0
669,4783, please post your question on stack overflow if you discover a bug,0
670,4794," a bug, please ask on stack overflow with the tag react -",0
671,4578," a bug, please ask on stack overflow with the tag react -",0
672,4802," a bug, please ask on stack overflow with the tag react -",0
673,4803," a bug, please ask on stack overflow with the tag react -",0
674,4811," a bug, please ask on stack overflow with the tag react -",0
675,4666," a bug, please ask on stack overflow with the tag react -",0
676,4807," a bug, please ask on stack overflow with the tag react -",0
677,4818," a bug, please ask on stack overflow with the tag react -",0
678,4829," a bug, please ask on stack overflow with the tag react -",0
679,4834," a bug, please ask on stack overflow with the tag react -",0
680,4817," a bug, please ask on stack overflow with the tag react -",0
681,4819," a bug, please ask on stack overflow with the tag react -",0
682,4734," a bug, please ask on stack overflow with the tag react -",0
683,4787," a bug, please ask on stack overflow with the tag react -",0
684,4770," a bug, please ask on stack overflow with the tag react -",0
685,4770," discuss more here or on stack overflow "" )",0
686,4645," a bug, please ask on stack overflow with the tag react -",0
687,4848," a bug, please ask on stack overflow with the tag react -",0
688,4853," a bug, please ask on stack overflow with the tag react -",0
689,4853,"  ( 12975, ' http:// stack overflow com/questions/34290787/touchableopacity-as-item-in-listview-only-reacts-after-textinput-has-lost-focus' )",2
690,4853," 2015, rmevans9 notifications@github.com wrote: http:// stack overflow com/questions/34290787/touchableopacity-as-item-in-listview-only-reacts-after-textinput-has-lost-focus â\x80\x94 Reply to this",2
691,4856," a bug, please ask on stack overflow with the tag react -",0
692,4843," a bug, please ask on stack overflow with the tag react -",0
693,4859," a bug, please ask on stack overflow with the tag react -",0
694,4859, and create a question on stack overflow if you find you need,0
695,4858," a bug, please ask on stack overflow with the tag react -",0
696,4789," a bug, please ask on stack overflow with the tag react -",0
697,4856," a bug, please ask on stack overflow with the tag react -",0
698,4867," a bug, please ask on stack overflow with the tag react -",0
699,4871," a bug, please ask on stack overflow with the tag react -",0
700,4871, please consider ask question on stack overflow as we be have difficulti,0
701,4874," a bug, please ask on stack overflow with the tag react -",0
702,4876," a bug, please ask on stack overflow with the tag react -",0
703,4885," a bug, please ask on stack overflow with the tag react -",0
704,4747," a bug, please ask on stack overflow with the tag react -",0
705,4842," a bug, please ask on stack overflow with the tag react -",0
706,4882," a bug, please ask on stack overflow with the tag react -",0
707,4899," a bug, please ask on stack overflow with the tag react -",0
708,4899, ask question like this one: stack overflow it' the good system for,0
709,4899, well for we and because stack overflow be so much better. thank,0
710,4900," a bug, please ask on stack overflow with the tag react -",0
711,4898," a bug, please ask on stack overflow with the tag react -",0
712,4890," a bug, please ask on stack overflow with the tag react -",0
713,4906," a bug, please ask on stack overflow with the tag react -",0
714,4476," a bug, please ask on stack overflow with the tag react -",0
715,4822," a bug, please ask on stack overflow with the tag react -",0
716,4822," ( 13070, ' solution: http:// stack overflow com/questions/34290962/i-can-not-catch-request-code/34329678#34329678')",0
717,4914," a bug, please ask on stack overflow with the tag react -",0
718,4793," a bug, please ask on stack overflow with the tag react -",0
719,4901," a bug, please ask on stack overflow with the tag react -",0
720,4918," a bug, please ask on stack overflow with the tag react -",0
721,4926," a bug, please ask on stack overflow with the tag react -",0
722,4906," a bug, please ask on stack overflow with the tag react -",0
723,4931," a bug, please ask on stack overflow with the tag react -",0
724,4727," a bug, please ask on stack overflow with the tag react -",0
725,4919," a bug, please ask on stack overflow with the tag react -",0
726,4910," a bug, please ask on stack overflow with the tag react -",0
727,4917," a bug, please ask on stack overflow with the tag react -",0
728,4923," a bug, please ask on stack overflow with the tag react -",0
729,4923, ask question like this one: stack overflow it' the good system for,0
730,4923, well for we and because stack overflow be so much better. thank,0
731,4879," a bug, please ask on stack overflow with the tag react -",0
732,4407," a bug, please ask on stack overflow with the tag react -",0
733,4043," window type "" gives: http:// stack overflow com/questions/32224452/android-unable-to-add-window-permission-denied-for-this-window-type do that happen on",-1
734,4043, find a workaround here: http:// stack overflow com/questions/32061934/permission-from-manifest-doesnt-work-in-android-6 add this to your,-1
735,4708," a bug, please ask on stack overflow with the tag react -",0
736,4951," a bug, please ask on stack overflow with the tag react -",0
737,4952," a bug, please ask on stack overflow with the tag react -",0
738,4952," be a perfect post for stack overflow : ) "" )",0
739,4869," a bug, please ask on stack overflow with the tag react -",0
740,4869," bot. please see the follow stack overflow discussion for further details, and",0
741,4869, that should be supported: http:// stack overflow com/questions/34272286/how-to-prevent-static-images-in-react-native-from-stuttering-loading-asynchron/34353999#34353999'),0
742,4959," a bug, please ask on stack overflow with the tag react -",0
743,4959, ask question like this one: stack overflow it' the good system for,0
744,4959, well for we and because stack overflow be so much better. thank,0
745,4960," a bug, please ask on stack overflow with the tag react -",0
746,4956," a bug, please ask on stack overflow with the tag react -",0
747,4949," a bug, please ask on stack overflow with the tag react -",0
748,3180, it require root in some stack overflow thread. I'll try that next,0
749,4020, ask question like this one: stack overflow it' the good system for,0
750,4020, really nice). if you think stack overflow work for you please consider,0
751,4020, well for we and because stack overflow be so much better. thank,0
752,3942," error output for details. http:// stack overflow com/questions/38843385/method-does-not-override-or-implement-a-method-from-a-supertype-appcompiledeb"")",-1
753,4661," a bug, please ask on stack overflow with the tag react -",0
754,4661, ask question like this one: stack overflow it' the good system for,0
755,4661, really nice). if you think stack overflow work for you please consider,0
756,4661, well for we and because stack overflow be so much better. thank,0
757,4969," a bug, please ask on stack overflow with the tag react -",0
758,4969, you try post this to stack overflow first with a reproducible example,0
759,4962," a bug, please ask on stack overflow with the tag react -",0
760,4962, ask question like this one: stack overflow it' the good system for,0
761,4962, really nice). if you think stack overflow work for you please consider,0
762,4962, well for we and because stack overflow be so much better. thank,0
763,4948," a bug, please ask on stack overflow with the tag react -",0
764,4937," a bug, please ask on stack overflow with the tag react -",0
765,4896," a bug, please ask on stack overflow with the tag react -",0
766,4896, there! please post this to stack overflow thanks! ' ),0
767,4893," a bug, please ask on stack overflow with the tag react -",0
768,4886," a bug, please ask on stack overflow with the tag react -",0
769,4887," a bug, please ask on stack overflow with the tag react -",0
770,4888," a bug, please ask on stack overflow with the tag react -",0
771,4881," a bug, please ask on stack overflow with the tag react -",0
772,4877," a bug, please ask on stack overflow with the tag react -",0
773,4875," a bug, please ask on stack overflow with the tag react -",0
774,4873," a bug, please ask on stack overflow with the tag react -",0
775,4808," a bug, please ask on stack overflow with the tag react -",0
776,4808, ask the question here: http:// stack overflow com/questions/34302710/has-anyone-used-ui-testing-with-react-native'),0
777,4701," a bug, please ask on stack overflow with the tag react -",0
778,4964," a bug, please ask on stack overflow with the tag react -",0
779,4671," a bug, please ask on stack overflow with the tag react -",0
780,3875, ask question like this one: stack overflow it' the good system for,0
781,3875, well for we and because stack overflow be so much better. thank,0
782,4982," a bug, please ask on stack overflow with the tag react -",0
783,4837," a bug, please ask on stack overflow with the tag react -",0
784,4664," a bug, please ask on stack overflow with the tag react -",0
785,4990," a bug, please ask on stack overflow with the tag react -",0
786,4991," a bug, please ask on stack overflow with the tag react -",0
787,4812," a bug, please ask on stack overflow with the tag react -",0
788,4992," a bug, please ask on stack overflow with the tag react -",0
789,4993," a bug, please ask on stack overflow with the tag react -",0
790,5002," a bug, please ask on stack overflow with the tag react -",0
791,5002, ask question like this one: stack overflow it' the good system for,0
792,5002, well for we and because stack overflow be so much better. thank,0
793,4850," a bug, please ask on stack overflow with the tag react -",0
794,5006," a bug, please ask on stack overflow with the tag react -",0
795,5006, cross - post to: http:// stack overflow com/questions/34498970/how-can-i-determine-if-my-react-native-app-is-a-debug-or-release-build-from-java other-url,0
796,4997," a bug, please ask on stack overflow with the tag react -",0
797,5007," a bug, please ask on stack overflow with the tag react -",0
798,5013," 13671, "" accord to your stack overflow question you be use sendappwitheventname",0
799,4916," a bug, please ask on stack overflow with the tag react -",0
800,4663," a bug, please ask on stack overflow with the tag react -",0
801,5012," a bug, please ask on stack overflow with the tag react -",0
802,5005," a bug, please ask on stack overflow with the tag react -",0
803,5043," a bug, please ask on stack overflow with the tag react -",0
804,4905," a bug, please ask on stack overflow with the tag react -",0
805,5040," a bug, please ask on stack overflow with the tag react -",0
806,5004," a bug, please ask on stack overflow with the tag react -",0
807,5059," a bug, please ask on stack overflow with the tag react -",0
808,5055," a bug, please ask on stack overflow with the tag react -",0
809,5069," a bug, please ask on stack overflow with the tag react -",0
810,5068," a bug, please ask on stack overflow with the tag react -",0
811,5070," a bug, please ask on stack overflow with the tag react -",0
812,5057," a bug, please ask on stack overflow with the tag react -",0
813,5057, there! please post this on stack overflow : ) it should work,0
814,5054," a bug, please ask on stack overflow with the tag react -",0
815,5054," work for you, try out stack overflow or Discord as @facebook -",0
816,5060," a bug, please ask on stack overflow with the tag react -",0
817,5060, description of your problem on stack overflow Good luck : ) ',0
818,5047," a bug, please ask on stack overflow with the tag react -",0
819,5047," problem i'd suggest ask on stack overflow : ) "" )",0
820,5047," the deep linking, I'll try stack overflow : ) "" )",0
821,5046," a bug, please ask on stack overflow with the tag react -",0
822,5036," a bug, please ask on stack overflow with the tag react -",0
823,5034," a bug, please ask on stack overflow with the tag react -",0
824,5032," a bug, please ask on stack overflow with the tag react -",0
825,5049," a bug, please ask on stack overflow with the tag react -",0
826,5037," a bug, please ask on stack overflow with the tag react -",0
827,5037," all the content suggest from stack overflow for "" proguard - rules.pro",-1
828,5073," a bug, please ask on stack overflow with the tag react -",0
829,4996," a bug, please ask on stack overflow with the tag react -",0
830,4972," a bug, please ask on stack overflow with the tag react -",0
831,4868," a bug, please ask on stack overflow with the tag react -",0
832,4851," a bug, please ask on stack overflow with the tag react -",0
833,4844," a bug, please ask on stack overflow with the tag react -",0
834,4831," a bug, please ask on stack overflow with the tag react -",0
835,4838," a bug, please ask on stack overflow with the tag react -",0
836,4840," a bug, please ask on stack overflow with the tag react -",0
837,4840, @everfire130 - please repost to stack overflow or ask it in Discord,0
838,4845," a bug, please ask on stack overflow with the tag react -",0
839,4630," a bug, please ask on stack overflow with the tag react -",0
840,4630," 13931, ' please post to stack overflow : ) ' )",0
841,4619," a bug, please ask on stack overflow with the tag react -",0
842,4619, be a good question for stack overflow to first confirm whether it's,0
843,4617," a bug, please ask on stack overflow with the tag react -",0
844,4484," a bug, please ask on stack overflow with the tag react -",0
845,4526," a bug, please ask on stack overflow with the tag react -",0
846,4616," a bug, please ask on stack overflow with the tag react -",0
847,4932," a bug, please ask on stack overflow with the tag react -",0
848,4824," a bug, please ask on stack overflow with the tag react -",0
849,4813," a bug, please ask on stack overflow with the tag react -",0
850,4798," a bug, please ask on stack overflow with the tag react -",0
851,2335," dash - border module from stack overflow examples. :( "" )",0
852,5049," a bug, please ask on stack overflow with the tag react -",0
853,4429," a bug, please ask on stack overflow with the tag react -",0
854,4748," a bug, please ask on stack overflow with the tag react -",0
855,4640," a bug, please ask on stack overflow with the tag react -",0
856,5083," a bug, please ask on stack overflow with the tag react -",0
857,5083, there! please post this to stack overflow as @facebook - github -,0
858,5078," a bug, please ask on stack overflow with the tag react -",0
859,5078, there! please post this to stack overflow and try to provide some,0
860,4560," a bug, please ask on stack overflow with the tag react -",0
861,4557," a bug, please ask on stack overflow with the tag react -",0
862,4550," a bug, please ask on stack overflow with the tag react -",0
863,4704," a bug, please ask on stack overflow with the tag react -",0
864,4596," a bug, please ask on stack overflow with the tag react -",0
865,4452," a bug, please ask on stack overflow with the tag react -",0
866,4665," a bug, please ask on stack overflow with the tag react -",0
867,4672," a bug, please ask on stack overflow with the tag react -",0
868,4780," a bug, please ask on stack overflow with the tag react -",0
869,4540," a bug, please ask on stack overflow with the tag react -",0
870,4717," a bug, please ask on stack overflow with the tag react -",0
871,5088," a bug, please ask on stack overflow with the tag react -",0
872,5088," transform - decorators'], // <http:// stack overflow com/a/34210231> plugins: [ ' transform",-1
873,4695," a bug, please ask on stack overflow with the tag react -",0
874,5096," a bug, please ask on stack overflow with the tag react -",0
875,5103," a bug, please ask on stack overflow with the tag react -",0
876,5103," have trouble, please post on stack overflow if you end up find",0
877,5094," a bug, please ask on stack overflow with the tag react -",0
878,5112," a bug, please ask on stack overflow with the tag react -",0
879,5099," a bug, please ask on stack overflow with the tag react -",0
880,5120," a bug, please ask on stack overflow with the tag react -",0
881,5127," a bug, please ask on stack overflow with the tag react -",0
882,5127," this question should go to stack overflow However, you can use measure",0
883,5127, this be well suit for stack overflow Discord be another great place,0
884,5121," a bug, please ask on stack overflow with the tag react -",0
885,5145," a bug, please ask on stack overflow with the tag react -",0
886,5145, time. I would try the stack overflow for my question. ' ),0
887,5143," a bug, please ask on stack overflow with the tag react -",0
888,5149," a bug, please ask on stack overflow with the tag react -",0
889,5165," a bug, please ask on stack overflow with the tag react -",0
890,5165," a bug, please ask on stack overflow with the tag react -",0
891,5143," a bug, please ask on stack overflow with the tag react -",0
892,5178," a bug, please ask on stack overflow with the tag react -",0
893,4558," a bug, please ask on stack overflow with the tag react -",0
894,3871, those question should go to stack overflow : ) you need to,0
895,5188," a bug, please ask on stack overflow with the tag react -",0
896,5189," a bug, please ask on stack overflow with the tag react -",0
897,5186," a bug, please ask on stack overflow with the tag react -",0
898,5188," a bug, please ask on stack overflow with the tag react -",0
899,5177," a bug, please ask on stack overflow with the tag react -",0
900,5169," a bug, please ask on stack overflow with the tag react -",0
901,5195," a bug, please ask on stack overflow with the tag react -",0
902,5199," a bug, please ask on stack overflow with the tag react -",0
903,5219," a bug, please ask on stack overflow with the tag react -",0
904,5222," a bug, please ask on stack overflow with the tag react -",0
905,5231," a bug, please ask on stack overflow with the tag react -",0
906,5231, third party packagers. please use stack overflow for these kind of question,0
907,5234," a bug, please ask on stack overflow with the tag react -",0
908,5243," a bug, please ask on stack overflow with the tag react -",0
909,5240," a bug, please ask on stack overflow with the tag react -",0
910,5240," write JavaScript. also, I think stack overflow be more appropriate for question",0
911,5240, can provide we on your stack overflow link ' ),0
912,5159," a bug, please ask on stack overflow with the tag react -",0
913,5248," a bug, please ask on stack overflow with the tag react -",0
914,5202," a bug, please ask on stack overflow with the tag react -",0
915,5256," a bug, please ask on stack overflow with the tag react -",0
916,5163," a bug, please ask on stack overflow with the tag react -",0
917,5213," a bug, please ask on stack overflow with the tag react -",0
918,5252," a bug, please ask on stack overflow with the tag react -",0
919,5252, fix this issue here http:// stack overflow com/questions/40730787/unable-to-resolve-module-react-lib-reactupdates/40737409#40737409'),0
920,5267," a bug, please ask on stack overflow with the tag react -",0
921,5185," a bug, please ask on stack overflow with the tag react -",0
922,5272," a bug, please ask on stack overflow with the tag react -",0
923,5261," a bug, please ask on stack overflow with the tag react -",0
924,5274," a bug, please ask on stack overflow with the tag react -",0
925,5281," a bug, please ask on stack overflow with the tag react -",0
926,5237," a bug, please ask on stack overflow with the tag react -",0
927,5242," a bug, please ask on stack overflow with the tag react -",0
928,5282," a bug, please ask on stack overflow with the tag react -",0
929,5289," a bug, please ask on stack overflow with the tag react -",0
930,5142," a bug, please ask on stack overflow with the tag react -",0
931,5307," a bug, please ask on stack overflow with the tag react -",0
932,5259," a bug, please ask on stack overflow with the tag react -",0
933,5259, this. I may post on stack overflow and see if other be,0
934,5313,"  ( 15037, ' http:// stack overflow com/questions/34794679/change-app-name-in-react-native' )",0
935,5313," a bug, please ask on stack overflow with the tag react -",0
936,5299," a bug, please ask on stack overflow with the tag react -",0
937,5299, error - - please use stack overflow instead of the GitHub tracker,0
938,5299," said, I already ask on stack overflow but didn't get an answer",0
939,5299," we suggest other resource like stack overflow online chats, find a consultant,",0
940,5314," a bug, please ask on stack overflow with the tag react -",0
941,5303," a bug, please ask on stack overflow with the tag react -",0
942,5265," a bug, please ask on stack overflow with the tag react -",0
943,5265, first before file an issue: stack overflow it' the good system for,0
944,5265, well for we and because stack overflow be so much better. thank,0
945,5309," a bug, please ask on stack overflow with the tag react -",0
946,5297," a bug, please ask on stack overflow with the tag react -",0
947,5280," a bug, please ask on stack overflow with the tag react -",0
948,5280, first before file an issue: stack overflow it' the good system for,0
949,5280, well for we and because stack overflow be so much better. thank,0
950,5266," a bug, please ask on stack overflow with the tag react -",0
951,5251," a bug, please ask on stack overflow with the tag react -",0
952,5295," a bug, please ask on stack overflow with the tag react -",0
953,5295, ask question like this one: stack overflow it' the good system for,0
954,5295, really nice). if you think stack overflow work for you please consider,0
955,5295, well for we and because stack overflow be so much better. thank,0
956,5128," a bug, please ask on stack overflow with the tag react -",0
957,5318," a bug, please ask on stack overflow with the tag react -",0
958,3793, first before file an issue: stack overflow it' the good system for,0
959,3793, well for we and because stack overflow be so much better. thank,0
960,5324," a bug, please ask on stack overflow with the tag react -",0
961,5324, ask question like this one: stack overflow it' the good system for,0
962,5324, really nice). if you think stack overflow work for you please consider,0
963,5324, well for we and because stack overflow be so much better. thank,0
964,5325," a bug, please ask on stack overflow with the tag react -",0
965,5325, ask question like this one: stack overflow it' the good system for,0
966,5325, really nice). if you think stack overflow work for you please consider,0
967,5325, well for we and because stack overflow be so much better. thank,0
968,5314," a bug, please ask on stack overflow with the tag react -",0
969,5327," a bug, please ask on stack overflow with the tag react -",0
970,5327, ask question like this one: stack overflow it' the good system for,0
971,5327, well for we and because stack overflow be so much better. thank,0
972,5279," a bug, please ask on stack overflow with the tag react -",0
973,5279, ask question like this one: stack overflow it' the good system for,0
974,5279, well for we and because stack overflow be so much better. thank,0
975,5332," a bug, please ask on stack overflow with the tag react -",0
976,5332, ask question like this one: stack overflow it' the good system for,0
977,5332, well for we and because stack overflow be so much better. thank,0
978,3797," a bug, please ask on stack overflow with the tag react -",0
979,3923," a bug, please ask on stack overflow with the tag react -",0
980,3356," a bug, please ask on stack overflow with the tag react -",0
981,5221," a bug, please ask on stack overflow with the tag react -",0
982,5348," a bug, please ask on stack overflow with the tag react -",0
983,5348," in the future, please use stack overflow or other resource for help",0
984,5356," a bug, please ask on stack overflow with the tag react -",0
985,5356," bridge modules, and refer to stack overflow for further question of this",-1
986,5359," a bug, please ask on stack overflow with the tag react -",0
987,5350," a bug, please ask on stack overflow with the tag react -",0
988,5350, post question like this to stack overflow in the future : ),0
989,5350, I to post this in stack overflow how can it be possible,0
990,5353," a bug, please ask on stack overflow with the tag react -",0
991,5329," a bug, please ask on stack overflow with the tag react -",0
992,5329, these type of question to stack overflow : ) thank ' ),0
993,5361," a bug, please ask on stack overflow with the tag react -",0
994,5361, with positon: absolute. please use stack overflow for question in the future.,0
995,5378," a bug, please ask on stack overflow with the tag react -",0
996,5378," the moment be probably on stack overflow where you've also posted. """,0
997,5378, that it should be on stack overflow but I want to see,0
998,5380," a bug, please ask on stack overflow with the tag react -",0
999,5195," a bug, please ask on stack overflow with the tag react -",0
1000,5387," a bug, please ask on stack overflow with the tag react -",0
1001,5388," a bug, please ask on stack overflow with the tag react -",0
1002,5390," a bug, please ask on stack overflow with the tag react -",0
1003,5392," a bug, please ask on stack overflow with the tag react -",0
1004,4604," a bug, please ask on stack overflow with the tag react -",0
1005,4692," a bug, please ask on stack overflow with the tag react -",0
1006,4692, ask question like this one: stack overflow it' the good system for,0
1007,4692, well for we and because stack overflow be so much better. thank,0
1008,5394," a bug, please ask on stack overflow with the tag react -",0
1009,5191," a bug, please ask on stack overflow with the tag react -",0
1010,5190," a bug, please ask on stack overflow with the tag react -",0
1011,4870," a bug, please ask on stack overflow with the tag react -",0
1012,5403," a bug, please ask on stack overflow with the tag react -",0
1013,5403, error message and stacktrace on stack overflow I'm sure someone can help,0
1014,5369," a bug, please ask on stack overflow with the tag react -",0
1015,5406," a bug, please ask on stack overflow with the tag react -",0
1016,5053," a bug, please ask on stack overflow with the tag react -",0
1017,5413," a bug, please ask on stack overflow with the tag react -",0
1018,5433," a bug, please ask on stack overflow with the tag react -",0
1019,4515," a bug, please ask on stack overflow with the tag react -",0
1020,5207," a bug, please ask on stack overflow with the tag react -",0
1021,5365," a bug, please ask on stack overflow with the tag react -",0
1022,5441," a bug, please ask on stack overflow with the tag react -",0
1023,5277," a bug, please ask on stack overflow with the tag react -",0
1024,5456," a bug, please ask on stack overflow with the tag react -",0
1025,5452," a bug, please ask on stack overflow with the tag react -",0
1026,5455," a bug, please ask on stack overflow with the tag react -",0
1027,5424," a bug, please ask on stack overflow with the tag react -",0
1028,5458," a bug, please ask on stack overflow with the tag react -",0
1029,5316," a bug, please ask on stack overflow with the tag react -",0
1030,5227," a bug, please ask on stack overflow with the tag react -",0
1031,5468," a bug, please ask on stack overflow with the tag react -",0
1032,5480," a bug, please ask on stack overflow with the tag react -",0
1033,5482," a bug, please ask on stack overflow with the tag react -",0
1034,5436," a bug, please ask on stack overflow with the tag react -",0
1035,5475," a bug, please ask on stack overflow with the tag react -",0
1036,5465," a bug, please ask on stack overflow with the tag react -",0
1037,5487," a bug, please ask on stack overflow with the tag react -",0
1038,5357," a bug, please ask on stack overflow with the tag react -",0
1039,5492," a bug, please ask on stack overflow with the tag react -",0
1040,5337," a bug, please ask on stack overflow with the tag react -",0
1041,5461," a bug, please ask on stack overflow with the tag react -",0
1042,5499," a bug, please ask on stack overflow with the tag react -",0
1043,5498," a bug, please ask on stack overflow with the tag react -",0
1044,5451," a bug, please ask on stack overflow with the tag react -",0
1045,5453," a bug, please ask on stack overflow with the tag react -",0
1046,5502," a bug, please ask on stack overflow with the tag react -",0
1047,5497," a bug, please ask on stack overflow with the tag react -",0
1048,5098," a bug, please ask on stack overflow with the tag react -",0
1049,5507," a bug, please ask on stack overflow with the tag react -",0
1050,5508," a bug, please ask on stack overflow with the tag react -",0
1051,5508," doesn't help, please repost to stack overflow "" )",0
1052,5478," a bug, please ask on stack overflow with the tag react -",0
1053,5473," a bug, please ask on stack overflow with the tag react -",0
1054,5473, update or not. please use stack overflow to ask such kind of,0
1055,5473, there' a link to the stack overflow question in the original post.,0
1056,5486," a bug, please ask on stack overflow with the tag react -",0
1057,5486, would be well suit for stack overflow ( please see the comment,0
1058,5503," a bug, please ask on stack overflow with the tag react -",0
1059,5511," a bug, please ask on stack overflow with the tag react -",0
1060,5308," a bug, please ask on stack overflow with the tag react -",0
1061,5438," a bug, please ask on stack overflow with the tag react -",0
1062,5438, question be well ask on stack overflow the GitHub issue be well,0
1063,5438," bot said, I post on stack overflow and find the solution. '",0
1064,5516," a bug, please ask on stack overflow with the tag react -",0
1065,5523," a bug, please ask on stack overflow with the tag react -",0
1066,5523, should be discuss this on stack overflow before file a bug :,0
1067,5523, time I'll do it on stack overflow : ) let I know,0
1068,5523, this issue and go to stack overflow no problem! in my code,0
1069,5110," a bug, please ask on stack overflow with the tag react -",0
1070,5528," a bug, please ask on stack overflow with the tag react -",0
1071,5528, - bot I ask on stack overflow Qusetion Link. wait for the,0
1072,5515," a bug, please ask on stack overflow with the tag react -",0
1073,4428," a bug, please ask on stack overflow with the tag react -",0
1074,5559," a bug, please ask on stack overflow with the tag react -",0
1075,5564," a bug, please ask on stack overflow with the tag react -",0
1076,5548," a bug, please ask on stack overflow with the tag react -",0
1077,5578," a bug, please ask on stack overflow with the tag react -",0
1078,5571," a bug, please ask on stack overflow with the tag react -",0
1079,5532," a bug, please ask on stack overflow with the tag react -",0
1080,5590," a bug, please ask on stack overflow with the tag react -",0
1081,5593," a bug, please ask on stack overflow with the tag react -",0
1082,5594," a bug, please ask on stack overflow with the tag react -",0
1083,5594,"  ( 15693, ' http:// stack overflow com/questions/35058193/webview-not-working-with-disabled-debug-in-chrome' )",0
1084,3887, a SO question here: http:// stack overflow com/questions/35041962/react-native-android-reactcontext-returning-null hope this be solvable!,0
1085,3887, Android AppState. i've add a SO uestion here: http://stackoverflow.com/questions/35041962/react-native-android-reactcontext-returning-null hope this,0
1086,3887, Android AppState. i've add a so question here: http://stackoverflow.com/questions/35041962/react-native-android-reactcontext-returning-null hope this be,0
1087,3887," question be more suited towards stack overflow on another note, AppState be",0
1088,5570," a bug, please ask on stack overflow with the tag react -",0
1089,5620," a bug, please ask on stack overflow with the tag react -",0
1090,5629," a bug, please ask on stack overflow with the tag react -",0
1091,5629, this be more of a stack overflow question :D ' ),0
1092,5632," a bug, please ask on stack overflow with the tag react -",0
1093,5632," reach that issue i've make stack overflow question, maybe later there will",0
1094,5632," will be response - http:// stack overflow com/questions/38867536/slow-animations-when-debugger-running)"")",0
1095,5632," if that's the case, this stack overflow post would explain the slowness",0
1096,5632, would explain the slowness http:// stack overflow com/questions/6032429/chrome-timeouts-interval-suspended-in-background-tab Strange I haven't notice,0
1097,5447," a bug, please ask on stack overflow with the tag react -",0
1098,5635," a bug, please ask on stack overflow with the tag react -",0
1099,5635," you post about in on stack overflow Thanks! "" )",0
1100,5644," a bug, please ask on stack overflow with the tag react -",0
1101,5611," a bug, please ask on stack overflow with the tag react -",0
1102,5611, null }} /> please use stack overflow for such question in the,0
1103,5609," a bug, please ask on stack overflow with the tag react -",0
1104,5627," a bug, please ask on stack overflow with the tag react -",0
1105,5627," for example, Navigation. please use stack overflow for question in the future.",0
1106,5618," a bug, please ask on stack overflow with the tag react -",0
1107,5310," a bug, please ask on stack overflow with the tag react -",0
1108,5652," a bug, please ask on stack overflow with the tag react -",0
1109,5657," a bug, please ask on stack overflow with the tag react -",0
1110,5658," a bug, please ask on stack overflow with the tag react -",0
1111,5524," a bug, please ask on stack overflow with the tag react -",0
1112,5667," a bug, please ask on stack overflow with the tag react -",0
1113,4934," a bug, please ask on stack overflow with the tag react -",0
1114,5662," a bug, please ask on stack overflow with the tag react -",0
1115,5662," instead of RN ( http:// stack overflow com/questions/5414730/custom-installed-font-not-displayed-correctly-in-uilabel)"" )",-1
1116,5684," a bug, please ask on stack overflow with the tag react -",0
1117,5691," a bug, please ask on stack overflow with the tag react -",0
1118,5693," a bug, please ask on stack overflow with the tag react -",0
1119,5682," a bug, please ask on stack overflow with the tag react -",0
1120,5707," a bug, please ask on stack overflow with the tag react -",0
1121,5699," a bug, please ask on stack overflow with the tag react -",0
1122,5685," a bug, please ask on stack overflow with the tag react -",0
1123,5136," a bug, please ask on stack overflow with the tag react -",0
1124,5697," a bug, please ask on stack overflow with the tag react -",0
